text,sentiment
"Bayern Munich boss Ancelotti: ‘It is strange’ to beat Arsenal 10-2 #Arsenal #AFC #Gunners #FCBayern #MiaSanMia #UCL https://t.co/9NKedzmDGZ 
",neutral
"""? Unai Emery: """"A lot can happen in 90 minutes"""". Read the PSG manager's best quotes ahead of the return leg:… https://t.co/wD2DeL5F2b ""
",positive
"""What now Arsene?  @Arsenal humiliated by @FCBayernEN again as the Bavarians ran riot in #UCL&gt;&gt;… https://t.co/Q22y39pZ82 ""
",negative
"""Home advantage? Nah that's @FCBayern 's holiday home for the week b  #UCL #AFCvFCB ""
",positive
"Great counter attack 1-0 juventus 
",positive
"What a goal Juve. Absolutely superb! Brilliant football. #UCL #Juve 
",positive
"I find it astonishing that Barcelona let Dani Alves go when they're in desperate need of a right back. 
",neutral
"TODAY is the D DAY #UCL FINALE #VAMOS MADRID #CAMPEONES 
",positive
"Who do you think will win tonight? #UCL #ChampionsLeague #ChampionsLeagueFinal 
",neutral
"#ItsTime to win in #UCL final.  Have a good luck @juventusfc  #FinoAllaFine #ForzaJuve 
",positive
"CHAMPIONS LEAGUE FINAL ACCESSORIES.. #uclfinal2017 #UCL https://t.co/CWhR52c2Dy 
",positive
"""@889BrilaFM #ucl final Tony n sexy Joe good day I see 1-1 draw at 90min juve 2 win on penalty #footballliveng ""
",positive
"Its #juventus all the way @ChampionsLeague #championsleague #vivacatalunya 
",positive
"#Ronaldo vs #Arsenal ? Who will win the #ChampionsLeague today? ?? Repost soccerworldhd7… https://t.co/SjOWAFJQAv 
",neutral
"Ths is unbelievable Drogba and Muller?? Extra-time. #UEFA 
",positive
"Tonight is the #ucl final 
",neutral
"Hala Madrid! I will be supporting Real in the #UCLFinal against Juventus - LIVE on SuperSport. #SSFootball #UCL #sbn https://t.co/mykyPjFC3m 
",neutral
"Who will score the first goal tonight? #UCL #ChampionsLeague #ChampionsLeagueFinal 
",neutral
"Happy Champions League Final Day #Cardiff2017 #ChampionsLeague #UCLfinal #enjoy #fans #supporters #Goodluck #??Sp??… https://t.co/mgm0AN8nZy 
",neutral
"#ItsTime for us to celebrate #FORZAJUVE #UCL #JuventusReal https://t.co/55aKVjPY1C 
",positive
"Repeat for Madrid or will Juventus take the Title?? ???? #ucl #uefachampionsleague #soccer… https://t.co/mjAUvEkB9i 
",neutral
"Just how did Italia 90 inspire Gianluigi Buffon's switch from striker to goalkeeper?  Here's how ??… https://t.co/SXA6IXNvcs 
",neutral
"#UCL GOLDEN BOOT TITLES:  IF RONALDO SCORES 1 GOAL ??Messi 6-6 CR7 (tied)  IF RONALDO SCORES 2+ ??Messi 5-6 Ronaldo https://t.co/32M50J2SmB 
",neutral
"Madrid gonna create history tonight!Hala Madrid! Let’s make it 12 #UCL #ChampionsSofa https://t.co/3JBldEnP7B 
",positive
"Juventus vs Real Madrid betting tips: Trading insights &amp; best bets from Britain's bookmakers! ????  #JUVRMA #UCL  https://t.co/uT3sx0rI3n 
",neutral
"3 first goalscorer options for the #UCL final.  Which should you back?? We're on a 6/1 #Juve shot!  See it here &gt;https://t.co/g3DVVGFGEs?? 
",neutral
"WHO WILL WIN TONIGHT #JUVENTUS OR #REAL #BUFFON OR #RONALDO #CLASHOFTITANS #UCL #UCLFINAL #CARDIFF #WALES  #WAFEF… https://t.co/716Lykzt1d 
",neutral
"Driving to #UCL Final Today? There's no parking near the stadium. Book Llanwern Park &amp; Ride/Cardiff Bay South Park… https://t.co/Tk3b6OjrUB 
",neutral
"#uefa #championsleague festival in #Cardiff today. Great organization and great atmosphere. @… https://t.co/iePdgNaULg 
",positive
"I've never felt this nervous about a final that I myself am not playing in #UCL #FinoAllaFine 
",positive
"@DStvNg which of the channel will show the #UCL final Juventus vs Real Madrid on Dstv 
",neutral
"He is not only a player but the #greatest #cr7 #championsleague #hallamadrid @ Lunga Lunga Sinai https://t.co/6gHCYp51Oq 
",neutral
"It is xpected dat @7:45pm 2day 72%of d men in d world wud be indoors watching soccer.if ur man ain't one of dis men then he ain't a man #UCL 
",neutral
"Who will get the first yellow card tonight? #UCL #ChampionsLeague #ChampionsLeagueFinal 
",positive
"Least exciting CL final ever #ChampionsLeague #FORZAJUVE #For?aBar?a 
",positive
"Who do you think will win the #UCL #PepsiChampionFan . Vote and pass. 
",neutral
"Three legends in one pictures.  #HALAMADRID #UCL #APorLa12 https://t.co/ljOmIGc10x 
",positive
"#UCL expected prediction. Juventus slow game down to 0-0 score. Ronaldo leaves with Injury 80 minute. lvaro Morata scores winner before ET 
",positive
"Praying to the football gods #JuventusReal #ChampionsLeague #ChampionsLeagueFinal https://t.co/CfuqMxXqWW 
",neutral
"Who you guys taking #UEFAUCL #ChampionsLeague 
",neutral
"On the beach ! @OL @OLfeminin #ChampionsLeague avec @Totti https://t.co/lCCHCqY88N 
",neutral
"""#UCLFinal #JuveReal #Pirlo to his former comrades: """"You win for me too ..."""" https://t.co/votPWchJvR #ucl #juventus https://t.co/7ySuLWqCSi ""
",positive
"Real Madrid taking it home tonight. ?? #UCL 
",positive
"FC Porto vs Leicester tomorrow - first European defeat for the Foxes?  5/2 tip &amp; more ?? https://t.co/SEUBcXbXMA… https://t.co/bURPUFHCTX 
",neutral
"""More than eager for the match against #Basel #Arsenal #Sanchez #COYG @arsenal #UCL @alexis_sanchez ""
",positive
"We have tipped Arsenal to get the job done at Basel. Win = $2.20 To see our other expert tips head to:… https://t.co/IcpKchIyjp 
",positive
"Can @celticfc get a result in tonight's #UCL clash with @ManCity? https://t.co/oZg2wA3bSz 
",neutral
"Don’t forget to check lineups when they get released in a few hours. All your fanduel and draftkings soccer needs.… https://t.co/KVr0DADzPt 
",neutral
"Man City v Celtic this evening  Who will claim all 3 points at the Etihad?  Bet here: https://t.co/oBy4yDXdxE  #UCL https://t.co/fBvYrJkqgc 
",neutral
"#UCL @celticfc finish their campaign tonight v @ManCity at the Eithad. Predictions? #MCICEL 
",neutral
"""Before tonight's #UCL gets underway we've got live #UYL action coming up...  ?? @ManCity v @celticfc  ? 1pm ?… https://t.co/FLThjw1eRb ""
",neutral
"Comms outside UK from 1940GMT @ManCity @celticfc @ChampionsLeague 3-3 thriller at Celtic Park - more of the same tonight? #MNCCEL #UCL 
",neutral
"Barcelona - Borussia Moenchengladbach betting tip. Read ?? https://t.co/Dm5yWF3wkM #UCL. With Barcelona already qualified as group winners w 
",neutral
"@ManCity vs Celtic live in the bar @thecovedevon tonight 7.45pm #hopecove #salcombe #UCL https://t.co/EK8OdPMWNC 
",neutral
"""Match Day v Celtic live on BT Sport 1 @ 1 o'clock kick off! #UCL ?? ""
",neutral
"Barcelona welcome Gladback to Nou Camp this evening.  What are your predictions?  Bet here: https://t.co/oBy4yDXdxE… https://t.co/ay9iU7eChx 
",neutral
"Morning. Buzzing for the #CityvCeltic match tonight. Hope The Bhoys  can do the business and it's a classic like the previous match. #UCL. 
",positive
"Juventus - Real Madrid betting tip. Read ?? https://t.co/YyV8T6UjT8 #UCL. Champions League  Final  Juventus vs Real Madrid  Italian Champion 
",positive
"The whole worth is a Juventus fan today! Fuck madristas ? #UCL 
",neutral
"Betfair have some GREAT enhanced specials for the #UCL Final???  Fancy any?!  Bet 10 &amp; get 30 FREE when you join?… https://t.co/ZOuHyALTPw 
",positive
"#footballliveng #ucl if no 2 teams have neva won treble in d same country and no team have neva won back2back. RM t… https://t.co/bVQBRdWdx5 
",positive
"This season's #UCL: how much do you know? https://t.co/zc4jE7JB2i 
",neutral
"""Son had to return Library books to University Hospital of Wales sailed along the A470 no traffic whatsoever #winning #ChampionsLeague ""
",neutral
"""If needed one can always buy a #ChampionsLeague trophy in #Cardiff... @realmadrid @juventusfc @AP_Sports #UCLFinal https://t.co/OiGgaPIqkW ""
",positive
"We did it ??? #championsleague #NikeUTD https://t.co/epAUX9XUAg 
",neutral
"""Tonight's the #ChampionsLeague final! Supporting @Pizza_Pappagone our fave Italian neighbours we're rooting for J… https://t.co/ELwXnTIvpA ""
",positive
"""ARCHIVE | One-on-One Buffon: """"You have to be a real masochist to play in goal – &amp; a bit perverse!""""  ??… https://t.co/rVPhoT9ga3 ""
",negative
"""Eden Hazard believes #Chelsea can make an impact in next season's #UCL if they get a couple of key additions.  """"You… https://t.co/ya7ODaHlUt ""
",neutral
"""Forza Juve! Scudetto Coppa kini saatnya Champions! The time is now! #FinoAllaFine #UCL #ChampionsSofa https://t.co/a1GiyqK4c6 ""
",positive
"Looking forward to the #UCL final #APorLa12 
",neutral
"Madrid fans hitting up Cardiff | #UCL #UCLFinal | via @welloffside https://t.co/n5eFQmCuQB 
",neutral
"""Here we go again Eleven years after Same old Buffon All say """"Old Lady"""" #UCL https://t.co/KOx94BHGsM ""
",positive
"A slow burning final with penalties likely? That's what @TheDaisyCutter1 expects in tonight's #ChampionsLeague.… https://t.co/ndqVy32uWG 
",neutral
"""I'm voting for @realmadrid today. #ChampionsLeague #RealMadrid ? What about you @leobirch? ""
",neutral
"Juventus fans chants clearly dominating in Cardiff  #afp #live #uefa #cardiff2017 #JUVRMA #FORZAJUVE https://t.co/yhAFZudYuF 
",positive
"#ChampionsLeague final @realmadrid #halamadrid #LaDuodecima 
",positive
"""With @GarethBale11 not guaranteed a #UCL start is tonight the beginning of the end at Real? | By @dermotmcorrigan https://t.co/rdSPQijM2Z ""
",neutral
"""Kitaeleweka nani mnyama i think Madrid gonna make a history tonight #madrid #juventus #UEFA Grande Finale https://t.co/uVKCGT83H8 ""
",positive
"""If tonight's #UCL final is half as good as that 1st set between Murray and Del Porto we're in for a belting game. ""
",positive
"Juve or Real #UCL 
",neutral
"Great atmosphere in Cardiff for the champions league final! #championsleague https://t.co/vn7eP5G4PS 
",positive
"TONIGHT. THE CHAMPIONS LEAGUE FINAL. 7:45PM #championsleague #lastoftheseason #football… https://t.co/rrlT7SGPbE 
",neutral
"Nature won't be forgiven if Buffon and Juve doesn't win tonight #ucl 
",neutral
"Would love juve to win tonight.but real are rral #ChampionsLeagueFinal #ChampionsLeague 
",positive
"Fans Real Madrid C.F. mana?? ???? #LAPORLADECIMA12 #CHAMPIONES #FINAL #UCL #ROADTOCARDIFF UEFA Champions League #HALAMADRID 
",positive
"@RMadridCastilla Strongly At Ur Back To Do The Wonders Once Again To Make U The Youngest Coach To Defend The #ucl I… https://t.co/S9bJyQKPua 
",positive
"#ChampionsLeague Betting offer  ? Up ?200 Deposit Bonus ? Bet365 Offer   ??https://t.co/cfjyZYf5To  #UCLFinal https://t.co/lWNGgyHG5N 
",neutral
"I feel relieved ? #UCL final tonight #blancos back to back https://t.co/Y3jhjwOSRr 
",neutral
"#ChampionsLeague on ma mind....#LOSBLANCOS all de way 
",neutral
"From what I have heard Emre Can is seriously considering leaving #LFC. There are serious #UCL title candidates inte… https://t.co/uAQSP2Gwpu 
",neutral
"Buffon this is your trophy #UCL and tonight is the night 
",positive
"Got my VR headset ready to watch the #UCLfinal !! Actually excited to see how it looks on VR ?? #UCLfinal #Juve #UCL 
",positive
"""Champions League Final preview out now ? #UCL #ChampionsLeagueFinal #CR7 #Zidane #JUVRMA #juventus #RealMadrid  ?… https://t.co/nBwkdN5hT3 ""
",neutral
"Thanks for another great stream!!! Happy Saturday!!! Enjoy the UCL Final!!! #UCL #PES2017 #PES2018 #PESFamily ??? 
",positive
"If Buffon wins the Champions league! He will win the BALLON D'OR #UCL #Juve #UCLfinal #BallonDor 
",positive
"""And now begins 12 hours of soccer 2 practices 1 game and then #UEFA and then #RedBulls ""
",neutral
"Hala Madrid! The whole of Seria A is for Madrid tonight? #UCL #ChampionsSofa https://t.co/Kmqv4OSMMt 
",neutral
"""Nervous energy amongst both sets of fans as the #UCL final draws closer.. #ForzaJuve #HalaMadrid https://t.co/8Yt2WRqQLn ""
",neutral
"DID YOU KNOW...  Tonight's #UCL final is the first since 1998 that's contested between 2 domestic champions.  The f… https://t.co/4TrsvzKSSX 
",neutral
"??Who will be crowned Champions of Europe???  Juventus v R Madrid on the BIG SCREENS at 7.45  #STAFFORD #WDYT… https://t.co/CTegUTgXSv 
",positive
"Gianluigi Buffon's #UCL  campaign for Juventus: 11 games ? 8 clean sheets ?? 3 goals conceded ? The time is now... https://t.co/hagqxG4Gfp 
",positive
"""The first historic azzurro poker in #UCL: #NapoliBenfica 4-2 ??    ?? #ForzaNapoliSempre https://t.co/JGdJbY5UGv ""
",neutral
"Who will be Glorious by the end of today #UCL #Juve #RealMadrid #UCL #UCLfinal 
",positive
"Where are you watching the #UCL Final? 
",positive
"Seems about right! #UCL #ChampionsLeague2017 #Buffon #Juventus https://t.co/iEVcKvwYlJ 
",positive
"Football is in the air. Where will you watch the game from today? #ChampionsLeague #RealMadrid #oleespa?a #ronaldo https://t.co/yZxbjYHH3i 
",neutral
"He has won everything there is - except for the Champions League. Can Buffon finally do it tonight?… https://t.co/rW0nOfOPlk 
",positive
"""All of the last 13 #UCL finals have had at least 2 goals with BTTS in 10 including in each of the last six editions #JUVRMA #uclfinal2017 ""
",neutral
"We heard there's some big game tonight.  Who ya got?  RT for @realmadriden Like for @juventusfc  #UCLFinal #UCL 
",neutral
"""35 - Of all German players only @ToniKroos had more appearances in the #UCL for @realmadrid (35) than @SamiKhedira… https://t.co/n2PXUPxmDu ""
",neutral
"Looking forward for the game! #UCL https://t.co/0mv3sTtBDS 
",positive
"LIVE #ChampionsLeague the Final tonight #Juventus v #RealMadrid KO 7.45pm #CrownHuddersfield #football #Huddersfield https://t.co/kEgWrOWxx1 
",neutral
"Real Madrid captain Sergio Ramos Juventus match is - https://t.co/bqDBK1NhjP #ChampionsLeague #Juventus #RealMadrid https://t.co/MPbFxfdNhO 
",neutral
"Paddy Power offer 40/1 #RealMadrid to win the #ChampionsLeague!  ? https://t.co/80GsLF7QAL  ?? #UCLFinal… https://t.co/iwpIGCeZ2Z 
",positive
"Crystal Palace can t afford transfer of Liverpool s Mamadou Sakho says Steve https://t.co/LEGWbFJ2Yz… https://t.co/D5BD62Ury9 
",neutral
"Exactly 4hrs till UCL final #UCL 
",neutral
"""Dear Juve fans Do you Know that Madrid have scored atleast 2 goals in their last 12 UEFA champions league games?… https://t.co/Hg4qxPDJNh ""
",neutral
"#UEFA CHAMPIONS LEAGUE TODAY! #taproom will be showing this battle of the best starting at 2:45 pm *WITH SOUND* com… https://t.co/wGjUPZzdJm 
",positive
"Its about time to bring home another #UCL #HalaMadrid 
",positive
"I would love to see this celebration tonight. #forzajuve #ucl #itstime https://t.co/EKZyfPfhlb 
",positive
"What about Juventus-Real Madrid?  #JuveRealMadrid #ItsTime #HalaMadrid #UCL #UCLFinal  ? https://t.co/PpLXQOkbWQ 
",neutral
"Watch @ChampionsLeague final live tonight @GooseNewcastle ko 7:45. #uclfinal2017 #ChampionsLeague #juve #RealMadrid https://t.co/je5nq6oPwi 
",positive
"Today is the UEFA Finals! We have specials. #ChampionsLeague #Juventus #RealMadrid #CommonGrounds… https://t.co/8RJXzI5r8q 
",positive
"‘An UNSTOPPABLE force meets an IMMOVABLE object!’ The world’s best defense meets the world’s best attack! Who will prevail?  #UCL? ??? 
",positive
"""The CHAMPIONS breakfast! ? #UCL #FinoAllaFine #UCLFinal #ForzaJuventus #ChampionsLeague #Valcalepio @juventusfc  s… https://t.co/Oy3nWjZzBP ""
",neutral
"Who will win the Champions League tonight? ?? #JUVRMA #UCL 
",neutral
"Let's go Madrid ????#halamadrid #championsleague #madridvsjuventus https://t.co/sGJKL9C1iG 
",neutral
"Champions League: Who has the strongest line up – Real Madrid or Juventus??#UCLfinal #UCL #RealMadrid #Juventus ??… https://t.co/Y5bBjtSF3F 
",neutral
"Watching the #championsleague tonight? Call us to order your food for pickup or delivery. https://t.co/T0kBJP5aQT 
",positive
"I pray Juventus wins the #UCL tonight 
",positive
"Less than 6 hours to kick off! ?? #UCL #UCLFinal #Cardiff2017 #JUVRMA https://t.co/3aj15QOdkS 
",neutral
"Retweeted Marcelotwelve (@MarceloM12):  Ready for tomorrow!!! #M12 #UCL ?? https://t.co/WMAviH6WLG https://t.co/ozcyuRZ6L1 
",neutral
"#ChampionsLeagueFinal @juventusfc it's time to win! #JuveRealMadrid #juvereal #JUVRMA #ChampionsLeague #ChampionsLeague2017 
",positive
"#UCLFinal which team can deliver tonight. @juventusfcen vs @realmadriden #UCL ?? https://t.co/35q0JKdrk4 
",positive
"Zinedine Zidane talks about his 'special'  #UCLfinal goal against Bayer 04 Leverkusen in 2002… #UCL https://t.co/1hMGGxLRuB 
",positive
"Goodbye Wales (Severn Bridge) by @f22Photography  https://t.co/TMomP8vPH6 via @Etsy #wales #championsleague #uefa #football #severnbridge 
",negative
