,player_x,Pos,sf_id,wg_avg_mp,wg_avg_min,wg_avg_gls,wg_avg_asst,wg_avg_gls_asst,wg_avg_value,wg_avg_ovrl,wg_avg_pot,wg_avg_pac,wg_avg_sho,wg_avg_pas,wg_avg_dri,wg_avg_def,wg_avg_phy,wg_avg_titles,wg_avg_num_titles,wg_avg_views_titles,wg_avg_comments,wg_avg_num_comments,target
841,achraf lazaar,"DF,MF",206161,15.91,1068.93,5.06,1.88,2.79,1003335.33,43.91,51.43,52.69,33.21,40.81,45.32,40.67,44.35,0.95,23.73,48698.40,1.12,17.61,0
842,dominique heintz,DF,206198,14.60,1195.54,0.00,0.00,0.00,1166666.67,47.15,53.42,44.80,21.00,35.00,34.30,46.45,51.35,0.84,22.79,105327.84,1.00,28.71,0
843,florian brugmann,"DF,MF",206208,15.67,1223.12,-3.76,4.46,0.70,186666.82,6.91,8.23,8.45,1.94,5.16,7.13,6.47,6.47,0.70,6.26,11543.40,0.65,5.82,0
844,denis cheryshev,"FW,MF",206225,14.70,1004.62,2.63,4.07,7.14,5016667.04,51.18,56.28,57.19,47.64,49.17,52.27,32.08,45.95,1.01,22.19,120554.99,0.90,42.36,0
845,phousseyne diaby,MF,206237,-3.76,-4.26,0.00,0.00,0.00,34985.70,5.16,10.00,7.13,1.94,5.38,4.29,5.60,6.69,0.70,0.00,0.00,0.82,82.81,0
846,elie ehua,MF,206498,1.75,66.17,0.00,0.00,0.00,105000.00,38.33,44.10,48.07,26.60,36.67,41.30,34.84,39.56,0.70,4.69,2730.91,0.66,8.36,0
847,tristan dingome,"DF,MF",206506,19.03,1264.03,5.06,0.34,1.75,700000.00,45.97,51.03,53.93,39.90,42.92,48.30,39.78,46.94,0.70,5.89,58560.73,1.01,40.54,0
848,will hughes,MF,206516,27.69,2133.49,1.63,3.59,4.92,3616668.00,48.82,58.57,47.12,37.52,47.88,51.61,43.14,42.47,0.83,27.28,7105479.42,1.12,451.76,0
849,eneko satrustegui,DF,206522,15.20,1213.94,0.47,0.47,0.93,186651.32,21.83,25.44,27.95,14.61,15.51,16.41,21.83,25.91,0.78,4.93,247.66,1.03,42.10,0
850,manu trigueros,MF,206545,24.19,1563.41,0.45,0.45,1.85,3266667.62,49.98,53.72,49.91,43.95,50.27,52.00,35.63,42.81,0.69,19.96,88931.09,0.95,29.65,1
851,pablo iniguez,"DF,MF",206546,6.20,321.92,0.00,4.23,4.23,653333.53,43.95,50.19,43.88,28.70,40.15,39.90,43.24,45.87,0.34,5.95,10002.88,1.63,1.59,0
852,tommaso arrigoni,MF,206551,17.96,1121.55,5.87,5.76,7.48,279999.88,26.23,31.49,31.27,23.69,25.76,27.16,23.65,30.83,0.70,1.17,546.77,0.50,11.39,0
853,simon falette,DF,206553,21.79,1853.43,0.22,0.00,0.22,618334.13,43.25,49.70,39.01,21.50,29.19,29.67,42.10,53.51,0.70,15.81,61596.39,0.96,66.14,0
854,moi gomez,"FW,MF",206590,17.49,1007.16,2.83,2.46,4.35,2216667.71,50.49,57.43,52.81,46.98,50.48,52.80,22.56,37.18,0.75,21.93,90290.72,0.70,32.52,0
855,mitchell weiser,"DF,FW",206591,6.77,422.22,0.10,-3.76,-0.01,1050000.25,46.45,55.01,58.31,37.10,42.25,50.65,29.71,31.75,0.91,23.12,804732.79,0.96,177.71,0
856,florian pinteaux,DF,206596,10.92,889.41,-3.53,0.00,-3.53,349999.81,39.98,43.40,44.51,27.30,36.45,33.85,39.29,43.21,0.70,10.41,45081.80,0.91,26.27,0
857,philipp hofmann,FW,206606,21.44,1248.48,4.77,-3.19,5.95,723334.13,46.71,53.42,40.94,46.49,31.13,41.75,21.55,53.00,0.84,27.24,1536074.11,0.42,215.48,0
858,mikael ishak,FW,206626,11.06,512.55,6.82,0.23,7.06,466666.80,45.72,52.04,49.00,45.24,30.47,43.92,23.38,48.04,0.88,6.52,49389.31,0.89,6.95,0
859,jesse lingard,"FW,MF",207494,8.82,458.92,5.76,4.69,6.81,2333351.18,46.27,52.79,53.05,41.61,44.58,47.64,21.70,33.69,0.89,20.81,3510804.61,0.83,273.17,1
860,koro kone,"FW,MF",207538,8.67,504.07,-3.28,-3.66,-2.64,408332.98,43.88,46.65,53.26,42.00,35.70,46.45,19.69,35.14,0.70,12.09,49970.36,1.18,32.50,0
861,randy edwini-bonsu,"FW,MF",207592,15.28,636.05,7.01,4.23,7.41,175000.00,6.69,7.35,11.11,6.69,3.86,8.89,-2.10,3.00,0.70,1.39,2766.22,1.62,3.75,0
862,michael keane,DF,207599,4.33,564.71,-4.12,0.00,-4.12,583349.88,46.24,54.39,42.00,21.00,33.85,37.85,47.88,45.33,0.96,25.81,7055005.31,0.85,505.86,1
863,mamoudou mara,DF,207630,-4.12,33.52,0.00,0.00,0.00,93318.59,6.47,8.01,7.13,-1.33,2.58,1.31,6.03,8.89,0.70,-3.66,1156.93,-3.64,0.93,0
864,callum reilly,MF,207639,13.95,829.85,0.47,4.69,1.76,210015.15,44.10,52.71,51.10,42.44,43.40,42.00,43.40,53.46,0.89,19.83,98099.04,0.80,63.99,0
865,sanmi odelusi,FW,207678,-1.43,105.88,0.00,0.00,0.00,46680.62,43.62,53.15,55.30,42.44,37.80,44.58,19.00,43.75,0.83,22.04,91901.66,1.03,62.66,0
866,chuli,"FW,MF",207711,9.94,757.70,-2.83,0.22,2.17,700000.00,48.05,51.80,53.93,47.56,41.30,49.25,17.61,42.50,0.66,29.32,47466.83,0.82,36.00,0
867,dusan jevtic,MF,207726,-3.76,-3.00,0.00,0.00,0.00,46667.62,6.25,8.01,9.33,4.51,5.38,7.79,-1.33,4.08,0.70,0.21,1130.18,0.70,0.00,0
868,paulinho,"FW,MF",207734,9.97,574.30,6.94,0.00,6.94,40833.08,6.47,8.67,9.78,4.94,4.73,10.00,-1.33,1.31,0.92,5.83,111664.73,1.14,280.36,0
869,zie diabate,DF,207780,4.46,191.27,0.00,5.06,5.06,373332.60,43.18,46.23,49.45,26.95,34.68,40.65,43.14,46.93,0.95,3.07,6045.45,-2.95,0.71,0
870,joe gyau,"DF,FW",207892,6.27,317.12,5.06,0.00,5.06,233333.58,44.58,50.85,63.23,34.35,40.16,48.74,17.18,39.34,0.65,8.18,32129.63,1.14,47.87,0
871,tobias strobl,"DF,MF",207894,18.98,1305.36,-3.53,0.22,0.44,1575001.20,48.16,51.36,44.36,32.32,39.98,42.52,48.38,54.17,0.74,8.27,22582.29,1.41,13.41,0
872,anthony jung,"DF,MF",207897,16.41,1186.67,0.70,4.93,5.63,338334.34,44.14,48.75,50.04,37.18,41.16,45.09,43.18,48.65,0.88,11.87,242213.45,1.06,35.71,0
873,pedro martin,FW,207917,18.52,934.66,3.75,2.79,5.28,419999.40,44.36,49.70,50.05,43.18,38.84,44.63,24.01,41.39,0.71,18.14,4812446.92,0.84,228.67,0
874,aitor garcia,"FW,MF",207960,13.23,389.95,1.17,0.23,1.40,93334.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,20.99,119793.42,0.81,10.46,0
875,pierre-etienne lemaire,DF,207965,-4.04,115.64,-3.76,0.00,-3.76,93318.78,5.38,7.35,6.91,-0.54,2.37,4.29,5.38,6.47,0.70,-3.79,6497.15,1.12,61.20,0
876,denys bain,DF,208019,15.51,955.04,5.29,0.00,5.29,198334.53,41.00,49.81,44.96,18.02,26.74,25.84,41.00,43.75,0.70,18.33,55731.63,0.89,44.40,0
877,murray wallace,"DF,MF",208024,12.70,716.71,1.30,0.23,1.53,175000.00,42.95,47.86,39.59,18.44,27.56,34.30,43.88,43.65,0.76,17.72,105365.59,0.80,20.52,0
878,pol calvet,MF,208090,6.23,122.26,0.00,0.00,0.00,140014.90,43.14,52.47,37.55,34.68,44.76,44.76,30.10,30.80,0.70,1.53,3674.67,0.82,42.89,0
879,gerard moreno,"FW,MF",208093,17.10,1043.12,5.63,2.68,7.83,1516668.47,46.73,51.63,48.75,47.91,37.04,47.18,21.83,41.59,0.86,21.34,4452109.17,0.73,168.75,1
880,kacper przybylko,FW,208120,13.49,675.90,3.02,5.64,4.13,420000.60,45.55,51.55,45.07,45.79,34.02,42.29,18.22,43.47,0.69,26.62,101251.76,1.11,31.81,0
881,gabriel,MF,208141,13.67,1136.00,0.10,0.22,1.08,793333.49,44.58,52.53,43.56,32.14,43.63,44.31,39.95,47.44,0.57,14.66,1842929.89,0.99,217.39,0
882,daniel bessa,MF,208144,10.50,464.74,4.23,5.06,5.64,490000.00,44.32,51.32,48.30,38.02,42.22,49.00,21.20,33.35,0.76,12.81,25633.66,1.60,16.99,0
883,giammario piscitella,FW,208156,7.85,464.27,0.00,0.00,0.00,769999.05,46.17,52.17,57.34,38.24,41.74,48.55,23.23,38.45,0.72,13.27,130409.35,0.94,21.68,0
884,hugo videmont,"FW,MF",208172,13.04,639.59,-3.29,5.29,2.00,326667.27,42.82,49.74,57.92,39.03,39.48,45.80,18.30,34.38,0.70,11.85,34985.78,0.82,23.95,0
885,kim kyung-jung,"FW,MF",208194,8.17,159.31,0.00,0.00,0.00,1516666.47,20.69,24.55,29.56,15.06,18.21,21.61,4.73,12.82,0.67,-2.52,24266.22,0.65,5.77,0
886,romain saiss,"DF,MF",208295,21.55,1761.75,5.29,5.29,6.59,466666.47,43.02,47.69,45.87,23.10,35.79,34.59,43.54,51.89,0.62,5.00,9928.29,0.96,6.53,0
887,cyriaque rivieyran,"DF,MF",208323,16.79,1220.80,0.23,5.06,5.29,373333.49,44.14,48.56,51.58,29.40,37.85,41.78,41.83,45.98,0.70,7.28,36305.81,0.76,17.22,0
888,jonas hector,"DF,MF",208334,21.28,1851.37,5.52,0.00,5.52,2800001.80,48.88,52.60,52.55,36.73,44.47,48.89,48.16,48.36,0.90,28.09,465936.14,0.93,146.55,1
889,lukas kubler,"DF,MF",208335,11.16,635.42,0.00,4.23,4.23,245001.33,43.25,48.09,46.94,32.20,36.73,39.29,44.37,44.22,0.70,1.98,1422.03,0.34,0.10,0
890,andrew wooten,"FW,MF",208374,17.12,1158.01,4.55,0.93,5.46,420000.25,46.23,48.77,47.80,46.45,40.52,45.10,20.69,48.60,0.78,15.04,28576.46,0.74,19.56,0
891,yannick carrasco,"DF,FW",208418,19.15,1342.52,3.50,4.87,8.18,5950000.95,52.10,55.62,57.01,49.52,50.89,53.96,18.02,40.19,0.80,15.73,310138.70,1.00,220.09,1
892,fabian holland,"DF,MF",208470,11.28,943.26,4.23,0.47,1.30,490000.10,46.21,48.78,47.64,30.61,39.74,41.40,45.76,49.74,0.82,20.32,333354.61,0.93,173.61,0
893,roberto puncec,DF,208488,17.11,1417.57,0.00,0.00,0.00,630000.10,45.76,52.02,52.74,21.00,29.19,35.48,45.76,46.90,0.70,0.10,469.50,0.58,2.89,0
894,pelayo,MF,208510,13.93,566.83,2.59,0.47,3.06,466666.07,43.62,48.30,46.65,38.50,45.02,42.92,32.20,40.56,0.81,22.32,29464.57,1.19,17.07,0
895,alfred duncan,MF,208535,16.78,1105.02,-3.53,0.00,-3.53,3733333.49,47.82,55.06,50.65,38.72,44.88,49.70,45.41,51.14,0.80,20.63,139886.38,1.06,63.27,0
896,antonio martinez,MF,208566,16.61,1059.58,5.29,5.64,6.78,233333.93,43.40,48.96,46.20,28.70,43.63,42.00,36.40,41.10,0.71,14.90,6562779.29,1.05,65.82,0
897,marco armellino,MF,208590,14.67,864.56,5.29,4.46,6.11,192499.40,6.69,8.23,7.13,2.15,5.81,6.91,5.60,7.13,0.34,7.37,3416.55,1.39,30.80,0
898,christopher jullien,DF,208615,14.27,1190.36,3.87,4.23,4.19,536666.07,45.27,52.65,46.16,20.82,27.83,32.47,45.72,49.90,0.70,12.89,65155.51,0.85,22.08,0
899,lucas vazquez,"DF,FW",208618,23.31,1660.98,3.27,4.33,7.35,1773335.17,46.56,50.30,57.16,41.99,41.98,47.26,17.50,39.20,0.79,20.34,145715.85,0.75,60.26,1
900,omar mascarell,MF,208620,16.26,1020.88,6.94,1.53,4.13,676667.81,44.88,52.04,45.99,38.33,44.44,49.21,36.90,40.01,0.75,19.10,47158.34,0.91,22.48,0
901,oscar plano,"FW,MF",208621,16.67,806.98,1.87,3.18,4.49,466666.22,43.43,48.30,54.86,46.19,34.31,43.22,17.84,35.55,0.71,13.80,463049.65,0.77,63.27,0
902,ruben sobrino,"FW,MF",208622,16.61,654.86,6.55,6.12,7.99,163348.68,42.25,47.39,41.50,40.40,27.56,39.45,20.56,44.10,0.67,20.68,21999.11,1.11,10.19,0
903,quique rivero,MF,208629,11.29,530.50,4.46,0.00,4.46,210000.35,42.95,49.00,44.80,28.70,43.18,42.95,32.26,38.30,0.90,3.69,534798.72,0.06,10.04,0
904,robin himmelmann,GK,208679,7.44,426.98,0.00,0.00,0.00,256668.47,41.18,46.24,44.40,39.12,36.75,45.80,23.10,37.54,0.76,4.45,53990.76,0.86,11.28,0
905,jurgen mossmer,"DF,MF",208702,3.85,231.68,0.00,4.23,4.23,420000.95,43.69,46.97,47.11,20.80,36.10,41.66,42.55,50.45,0.70,0.00,0.00,1.02,2.01,0
906,marcel kandziora,"DF,MF",208725,13.79,882.80,5.64,5.64,6.94,210000.00,20.92,23.17,22.31,11.93,20.02,20.25,21.35,21.59,0.70,0.00,0.00,1.32,105.29,0
907,enrico valentini,"DF,MF",208730,19.22,1322.88,-3.09,2.83,3.54,396667.15,44.79,46.89,50.18,38.65,42.22,46.67,39.03,45.99,0.72,18.10,28623.56,1.38,4.74,0
908,jaime isuardi,FW,208803,-3.76,-2.47,0.00,0.00,0.00,58332.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,3.11,4481.16,1.30,0.21,0
909,fabien boyer,DF,208832,11.49,1025.81,4.23,0.00,4.23,350000.00,44.10,50.57,47.92,20.30,27.79,28.98,42.48,50.84,0.70,16.07,55286.65,0.84,27.81,0
910,quentin bernard,DF,208856,25.48,2238.88,-4.12,-4.12,-4.26,280000.44,44.10,47.60,45.94,38.07,43.85,39.25,45.49,47.42,0.70,25.46,97904.23,0.63,47.66,0
911,jimmy roye,MF,208865,24.50,1957.68,4.18,2.45,6.96,373333.68,45.29,47.41,47.86,42.69,46.05,46.89,27.68,45.35,0.70,20.32,83350.61,0.56,42.31,0
912,dominic poleon,"FW,MF",208869,8.46,314.38,0.57,0.23,0.80,134167.71,43.21,49.23,57.00,43.20,31.93,43.94,17.84,44.96,0.77,22.48,126443.00,0.86,39.47,0
913,mustafa durak,FW,208882,17.79,1171.73,1.08,1.53,2.45,630001.85,44.59,47.60,55.06,47.85,31.22,44.43,17.66,37.35,0.68,1.50,30078.03,0.46,4.15,0
914,sam byram,"DF,MF",208892,25.10,2040.37,1.40,0.80,2.61,2100000.29,49.00,55.51,53.93,42.00,45.05,49.48,48.29,48.33,0.75,18.24,414401.25,0.49,679.20,0
915,oliver hein,"DF,MF",208983,21.03,1840.59,-3.29,1.50,2.07,361665.82,7.13,8.01,8.67,6.25,6.25,8.01,6.03,6.91,0.59,4.37,4883.68,1.24,2.46,0
916,jim-patrick muller,"FW,MF",208984,5.51,937.88,-2.62,-2.36,-1.18,221666.51,21.83,24.09,28.19,19.57,19.11,22.73,8.83,23.64,0.90,12.38,2081682.72,0.57,190.24,0
917,patrick wiegers,GK,209193,9.02,766.15,0.00,0.00,0.00,163333.16,6.69,7.57,7.57,6.03,6.69,7.57,3.43,5.81,0.74,10.14,26871.01,0.64,4.57,0
918,sebastian nachreiner,DF,209194,16.24,1512.58,0.00,-3.76,-3.76,239166.26,6.25,6.91,6.69,-1.14,-0.54,0.89,6.69,8.23,0.70,3.25,1352.50,0.85,28.36,0
919,philipp ziereis,DF,209196,9.01,640.23,-3.76,-3.76,-4.12,326667.67,42.26,45.76,49.00,18.50,32.78,34.17,43.40,43.91,0.86,6.32,19143.10,1.00,9.28,0
920,markus smarzoch,FW,209203,7.67,397.22,0.47,0.47,0.93,104999.40,4.73,6.47,7.79,4.51,4.29,6.47,3.43,6.03,0.70,4.46,301.00,1.00,28.71,0
921,jean marie dongou,FW,209287,16.97,1075.56,4.41,6.12,5.62,1283333.58,45.05,53.90,63.24,41.07,36.43,43.65,18.02,47.87,0.95,10.72,266111.24,1.10,67.67,0
922,florent mollet,"FW,MF",209288,16.85,992.88,-4.26,-3.56,-3.22,606666.22,44.14,49.99,51.38,35.48,45.54,48.33,30.73,34.39,0.71,11.66,50852.63,0.77,29.49,0
923,nicolas saint-ruf,DF,209320,-3.10,151.71,0.00,0.00,0.00,163332.48,40.66,46.38,48.05,18.20,29.58,35.15,42.04,43.88,0.66,-2.64,49604.83,0.88,55.33,0
924,roderic filippi,DF,209385,16.70,1302.29,5.52,4.23,6.11,163334.73,44.10,46.90,32.25,19.10,30.10,23.80,41.30,56.03,0.66,15.13,69594.86,0.82,24.37,0
925,pierre-francois sinapi,MF,209389,-2.80,151.17,-4.12,0.00,-4.12,81667.02,36.72,38.76,42.66,24.99,35.75,38.33,30.86,40.38,0.70,-3.92,6474.52,0.65,0.91,0
926,lorenzo lollo,MF,209407,20.88,1490.93,2.35,5.99,4.19,466668.22,44.66,51.35,51.22,31.92,42.22,45.14,40.59,51.39,0.80,15.36,140010.78,0.81,28.54,0
927,giacomo casoli,MF,209408,9.28,375.61,-3.76,4.23,0.47,245000.25,29.18,31.66,32.45,24.27,28.25,31.51,21.35,29.65,0.75,14.86,9053.89,0.34,0.47,0
928,abdel malik hsissane,MF,209425,13.95,870.55,0.47,0.00,0.47,198333.33,41.85,45.09,41.31,24.39,37.40,39.04,40.67,46.29,0.70,9.79,30489.43,1.06,14.62,0
929,mohamed benyahia,DF,209426,-2.13,189.98,0.00,0.00,0.00,256667.75,17.09,19.11,19.55,4.97,11.72,12.17,20.03,22.97,0.75,6.93,39739.95,1.06,5.54,0
930,renaud ripart,"DF,FW",209430,12.34,689.64,3.53,6.55,5.12,198334.38,39.03,46.01,47.60,41.11,27.37,37.40,14.80,38.05,0.70,5.64,15580.90,1.48,4.20,0
931,bruno nascimento,DF,209444,4.57,241.03,-3.53,0.00,-3.53,314999.65,46.91,51.33,48.74,23.15,28.62,36.38,47.13,48.30,0.70,5.83,501783.33,0.62,193.39,0
932,john o'sullivan,MF,209475,8.79,577.90,0.70,7.04,7.74,35013.70,42.44,49.44,46.86,32.69,41.04,42.44,38.54,47.38,0.76,24.73,157988.86,0.25,20.36,0
933,patrick haag,MF,209476,3.37,683.28,-4.12,-3.29,-3.77,87498.61,6.25,6.91,7.79,1.52,5.60,6.03,4.51,7.35,0.63,4.84,14760.58,1.01,6.75,0
934,fabinho,"DF,MF",209499,13.18,1031.80,-4.12,-3.53,-4.01,3733334.53,50.26,57.42,54.14,35.20,44.70,47.92,49.35,53.22,0.72,6.84,729919.20,1.30,136.49,1
935,jordan nkololo,"FW,MF",209502,13.92,629.83,4.46,5.16,6.22,245000.85,40.75,43.51,51.65,41.68,32.22,41.33,17.47,36.05,0.74,11.33,47376.26,0.66,15.13,0
936,stephan hennen,DF,209574,-3.76,10.44,0.00,0.00,0.00,23319.38,6.03,7.57,8.89,0.07,3.86,4.51,5.81,8.45,0.70,0.00,0.00,1.02,121.81,0
937,edoardo scrosta,DF,209595,-3.17,244.29,0.00,-3.76,-3.76,58333.33,17.09,21.77,19.80,4.66,8.15,12.14,17.53,19.18,0.70,1.87,1923.68,0.79,33.14,0
938,umberto germano,"DF,MF",209612,15.85,1056.06,4.46,0.00,4.46,256666.88,37.42,43.85,47.60,35.81,35.50,39.26,32.69,39.26,0.70,7.50,3337.86,0.56,20.64,0
939,pietro iemmello,FW,209613,5.03,401.66,-3.98,0.00,-3.98,384999.71,7.13,9.78,10.66,6.25,6.03,8.23,-1.72,7.35,0.79,34.08,53134.19,0.79,5.92,0
940,florian tardieu,MF,209618,21.58,1755.39,-3.42,5.06,1.63,420000.35,40.31,45.80,44.10,37.66,38.00,38.48,39.66,41.39,0.78,19.62,72225.36,0.83,47.06,0
941,paul babiloni,DF,209628,6.28,559.05,0.00,-3.76,-3.76,233333.33,40.67,45.28,48.62,21.09,38.11,33.16,40.69,44.63,0.70,10.41,40828.17,0.59,21.75,0
942,kwame nsor,FW,209629,5.72,172.86,0.70,0.00,0.70,338333.64,35.79,39.37,41.29,34.82,28.28,36.52,19.94,34.09,0.70,7.87,31264.91,0.39,30.38,0
943,mehdi khalis,DF,209630,-4.14,27.36,0.00,0.00,0.00,151667.27,5.81,7.35,4.29,-0.34,-0.54,0.07,5.81,8.67,0.70,0.00,0.00,0.82,59.65,0
944,makan traore,DF,209631,0.03,498.58,0.00,-3.76,-3.76,268332.73,41.55,45.79,46.90,26.23,36.05,38.64,41.55,45.98,0.66,3.75,22042.24,1.10,8.00,0
945,alberto masi,DF,209636,13.53,1172.29,2.36,0.00,2.36,770000.08,45.73,53.88,47.44,18.43,25.95,30.88,47.13,50.19,0.75,23.39,22213.22,1.14,5.99,0
946,marco modolo,DF,209637,13.90,988.50,1.52,4.23,2.00,87500.48,25.92,28.44,30.80,13.74,17.48,21.21,25.70,33.60,0.63,6.53,3110.10,0.93,4.46,0
947,kevin afougou,DF,209651,12.00,868.33,0.00,-3.76,-3.76,280000.00,40.19,44.40,46.53,19.16,26.16,24.06,41.59,44.69,0.70,-3.76,838.25,0.98,115.90,0
948,leon goretzka,MF,209658,14.63,1081.42,-3.32,-3.98,-2.62,5133334.02,49.31,59.28,52.64,41.94,46.57,50.47,42.94,48.78,0.98,24.62,2335640.73,0.99,211.37,1
949,pasquale fazio,DF,209665,21.84,1797.50,0.47,0.70,1.17,245000.60,43.44,47.85,44.48,18.90,31.58,31.53,43.15,48.42,0.60,13.16,553340.33,0.89,8.73,0
950,jordan adeoti,"DF,MF",209691,19.85,1442.22,-3.29,4.69,1.40,641668.06,44.92,49.75,44.84,22.16,31.80,31.17,44.92,50.29,0.70,12.68,109506.98,0.69,75.12,0
951,birama toure,MF,209698,18.29,1383.22,0.47,0.00,0.47,991667.27,46.06,49.70,41.69,31.29,42.52,42.76,44.45,51.57,0.72,16.95,207133.01,1.00,135.44,0
952,saad trabelsi,FW,209700,-4.12,0.27,0.00,0.00,0.00,116666.92,19.55,24.71,27.05,18.63,15.04,22.50,4.27,10.24,0.70,-3.89,388.19,0.49,6.07,0
953,ben sangare,"FW,MF",209708,9.94,629.08,0.10,-3.76,-0.01,233333.08,43.18,49.22,64.18,36.40,32.26,46.94,17.61,36.88,0.66,8.58,26616.90,1.30,16.38,0
954,william aho abou,MF,209710,-3.79,65.46,0.00,0.00,0.00,46652.11,5.81,9.33,12.00,3.86,5.38,7.35,0.48,3.65,0.70,-4.12,1334.15,3.47,3.05,0
955,koray altinay,"DF,FW",209746,15.56,1174.32,0.00,-3.76,-3.76,1073335.20,44.21,48.61,49.73,32.90,39.54,45.32,40.15,45.15,0.70,0.00,0.00,1.09,12.25,0
956,remy bonne,DF,209748,-0.06,380.87,0.00,0.00,0.00,163333.93,39.06,42.44,48.08,19.60,24.00,32.94,40.46,45.57,0.78,21.70,2829350.06,0.99,148.22,0
957,javier villar rey,MF,209754,-3.34,116.34,0.00,0.00,0.00,163333.68,20.24,25.00,18.65,9.71,20.02,19.11,16.41,17.76,0.90,7.20,420852.82,0.55,27.68,0
958,sergio rodriguez,DF,209771,-2.65,250.80,0.00,0.00,0.00,116667.02,6.69,7.57,9.78,1.31,3.86,3.65,6.03,9.55,0.66,19.48,25343002.24,0.82,619.40,0
959,didac devesa,MF,209772,9.69,510.07,0.00,1.76,1.76,75832.93,6.69,8.45,9.78,5.60,4.73,8.67,0.69,4.94,0.70,0.00,0.00,0.55,27.68,0
960,erik pacinda,FW,209819,10.09,422.57,6.36,4.46,7.01,134167.54,6.25,8.23,11.11,6.03,4.08,6.91,-2.47,0.69,0.70,0.00,0.00,0.82,4.69,0
961,carlinhos,"DF,MF",209828,4.13,286.41,-4.12,4.23,0.10,291666.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.21,697.76,1.45,21.74,0
962,quentin beunardeau,GK,209830,9.95,745.74,0.00,0.00,0.00,210000.00,41.56,49.95,43.70,39.20,39.90,42.74,35.70,39.90,0.66,3.32,89439.63,0.49,6.07,0
963,mory kone,DF,209831,6.64,670.90,0.00,4.23,4.23,454999.65,40.85,44.80,45.09,18.20,21.00,31.75,42.00,50.44,0.83,9.56,42022.66,1.07,19.64,0
964,fadil sido,MF,209832,3.99,145.24,-4.12,-3.76,-4.24,151667.11,39.50,46.20,49.53,33.90,37.38,43.40,20.56,35.70,0.63,6.97,90609.08,1.03,15.81,0
965,raphael guerreiro,"DF,MF",209889,24.64,2133.92,3.54,2.11,4.42,2916668.06,48.63,56.92,56.72,41.51,45.84,50.08,46.82,41.74,1.01,15.05,124432.30,0.92,64.06,1
966,yrondu musavu-king,DF,209890,2.83,246.92,0.23,0.00,0.23,408334.53,41.23,46.51,44.45,19.69,24.33,26.04,41.48,49.54,0.71,10.35,96628.84,1.08,47.76,0
967,quini,"DF,MF",209937,13.85,943.96,0.23,-3.29,-3.06,466668.06,44.39,49.00,52.08,37.35,39.71,46.17,36.22,37.78,0.65,23.56,380085.18,0.66,41.37,0
968,bjorn jopek,MF,209954,12.76,851.64,0.82,-3.76,0.80,536666.55,44.59,49.00,49.45,43.15,44.14,46.90,33.40,39.49,0.47,2.23,4905.47,0.77,21.32,0
969,dustin bomheuer,DF,209958,11.40,898.81,-4.12,-3.76,-4.24,443333.18,45.76,50.62,43.27,18.70,28.74,37.10,46.68,49.01,0.79,3.02,8664.86,-0.71,2.46,0
970,bjorn kluft,MF,209964,5.57,160.27,4.23,4.23,5.06,221665.96,21.37,23.64,26.13,20.92,20.02,22.73,7.95,18.21,0.70,1.85,3859.52,0.50,9.60,0
971,orhan ademi,FW,209965,14.53,706.60,1.62,-4.01,2.07,560000.00,46.21,49.91,48.04,45.76,37.90,43.44,18.33,48.19,0.39,5.91,16208.95,0.84,5.55,0
972,jonas erwig-druppel,"FW,MF",209968,-1.34,202.52,0.00,0.00,0.00,128333.08,20.25,23.19,28.19,17.09,16.88,22.98,3.73,13.72,0.70,0.00,0.00,0.83,7.02,0
973,hamza hafidi,MF,209974,-0.26,232.79,0.00,0.00,0.00,70000.00,17.79,22.05,18.43,15.53,19.13,21.61,13.76,20.48,0.60,4.74,22530.40,1.11,5.10,0
974,andre fomitschow,"DF,MF",209992,11.51,558.54,-3.53,-3.53,-3.66,210000.00,44.54,50.13,51.10,43.84,42.93,47.12,39.49,42.78,0.72,8.24,21764.40,1.02,11.25,0
975,kevin wimmer,DF,209997,16.73,1394.83,0.47,0.00,0.47,2566669.01,48.23,52.43,45.86,18.20,39.73,42.32,48.92,49.53,0.90,21.05,399940.26,0.87,202.47,0
976,hany mukhtar,"FW,MF",210021,-1.71,95.02,0.00,0.00,0.00,676667.81,44.84,53.48,50.89,38.16,40.86,50.18,25.90,31.19,0.79,6.32,83630.13,0.94,25.53,0
977,philip sprint,GK,210022,-1.32,269.46,0.00,0.00,0.00,64166.42,19.81,23.86,20.70,16.73,20.66,20.25,11.49,22.72,0.74,7.67,1400970.48,1.10,8.70,0
978,alex grimaldo,"DF,MF",210035,17.62,1341.81,6.12,1.75,3.41,1283333.58,47.15,56.47,56.02,28.37,46.94,46.45,43.44,46.45,0.83,8.54,316061.13,0.93,219.92,1
979,christian burgess,DF,210044,19.74,1469.62,5.64,0.00,5.64,70014.55,41.80,45.75,42.41,19.34,22.40,27.11,41.80,48.34,0.71,23.15,95884.72,1.31,31.99,0
980,derik osede,DF,210110,12.77,1026.66,0.23,0.00,0.23,431665.91,45.28,51.80,49.70,23.10,34.34,36.45,43.40,51.10,0.60,15.36,96905.93,0.71,37.80,0
